customer_id,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,call_failures,tariff_plan,status,age_group,complaints,churn
448,15,0,8333,161,52,25,8,A,Active,Over 40,N,0
449,41,0,1130,26,52,14,7,A,Inactive,30-40,N,0
450,16,1,9642,182,81,40,18,A,Active,Over 40,N,0
451,11,1,1263,15,3,9,0,A,Active,30-40,Y,1
452,43,1,5918,101,15,13,8,A,Active,30-40,N,0
453,44,4,15400,235,69,38,30,A,Active,30-40,N,0
454,31,0,2910,39,0,12,8,A,Inactive,30-40,Y,1
455,37,0,4255,65,0,13,8,A,Active,Under 30,N,0
456,40,2,14845,221,40,19,26,A,Active,30-40,N,0
457,40,3,7733,92,123,39,19,A,Active,Under 30,N,0
458,37,1,6255,83,184,26,1,A,Active,30-40,N,0
459,34,9,10730,97,15,55,20,A,Active,Over 40,N,0
460,38,2,7270,111,32,29,10,A,Active,Over 40,N,0
461,31,0,650,41,9,15,18,A,Inactive,Under 30,N,1
462,26,1,3935,72,16,23,8,A,Active,30-40,N,0
463,20,1,2000,32,35,16,7,A,Active,30-40,N,0
464,38,0,6375,88,190,29,0,A,Active,30-40,N,0
465,32,1,1828,49,45,74,9,A,Active,Over 40,N,0
466,34,0,0,0,0,0,0,A,Inactive,30-40,Y,1
467,36,1,5818,98,26,24,13,A,Active,Under 30,Y,1
468,39,2,6805,92,193,28,8,A,Active,30-40,N,0
469,40,2,993,16,21,8,8,A,Active,Over 40,Y,1
470,36,0,1005,18,27,21,1,A,Inactive,Under 30,N,0
471,40,0,1028,16,15,4,6,A,Inactive,30-40,N,0
472,35,0,6413,69,101,35,3,A,Active,Under 30,N,0
473,40,1,2860,55,185,27,7,A,Active,Under 30,N,0
474,26,0,825,10,21,3,0,A,Inactive,Over 40,N,1
475,26,0,1105,30,11,5,12,A,Inactive,Under 30,N,0
476,34,0,923,11,23,17,0,A,Inactive,Over 40,N,1
477,9,1,1488,19,0,7,3,A,Active,30-40,N,1
478,35,3,1880,52,215,19,14,B,Active,30-40,N,0
479,36,1,15610,180,146,27,12,A,Active,Under 30,N,0
480,40,0,0,0,1,0,0,A,Inactive,Under 30,N,1
481,36,1,11275,154,36,49,2,A,Active,Over 40,N,0
482,39,3,15330,225,29,30,30,A,Active,30-40,N,0
483,4,0,3905,26,197,3,0,A,Active,30-40,N,0
484,42,3,723,12,21,8,6,A,Active,Over 40,N,0
485,37,0,1858,25,7,4,6,A,Active,30-40,N,0
486,32,2,6660,110,264,31,1,B,Active,Under 30,N,0
487,34,0,8695,109,105,37,8,A,Active,30-40,N,0
488,13,0,6028,132,73,38,8,B,Active,Under 30,N,0
489,13,0,1210,12,10,7,0,A,Active,Under 30,N,0
490,30,1,2885,18,7,10,5,A,Active,30-40,N,0
491,33,0,6420,84,176,22,2,A,Active,30-40,N,0
492,32,0,6718,69,100,36,6,A,Active,Under 30,N,0
493,13,1,4345,44,223,14,2,A,Active,30-40,N,0
494,37,0,3295,47,16,18,14,A,Inactive,30-40,Y,1
495,25,0,1010,30,186,9,0,B,Active,Under 30,Y,1
496,35,0,0,0,0,0,0,A,Active,Over 40,N,0
497,45,3,3400,39,498,11,11,A,Active,Over 40,N,0
498,42,1,1928,35,15,12,6,A,Active,Over 40,N,0
499,31,0,1933,42,0,14,2,A,Inactive,30-40,N,0
500,36,2,14835,219,47,30,20,A,Active,30-40,N,0
501,39,2,8890,117,147,45,9,A,Active,30-40,N,0
502,41,1,15565,184,160,34,10,A,Active,Under 30,N,0
503,35,0,1548,44,331,7,1,A,Active,Under 30,N,0
504,36,1,4740,87,7,23,11,A,Active,30-40,N,0
505,11,2,4695,46,222,12,7,A,Active,30-40,N,0
506,27,0,100,15,0,3,7,A,Inactive,Under 30,N,0
507,12,2,2773,43,21,15,7,A,Active,30-40,N,0
508,33,0,2360,41,136,17,1,A,Active,Under 30,N,0
509,35,0,2745,38,7,16,7,A,Active,30-40,N,1
510,15,0,8932,171,73,40,12,A,Active,Over 40,N,0
511,16,3,2852,45,31,19,8,A,Active,30-40,N,0
512,35,0,1070,52,14,16,26,A,Inactive,30-40,Y,1
513,33,0,1555,57,37,32,27,A,Inactive,30-40,Y,1
514,32,0,1085,20,36,9,5,A,Inactive,Over 40,N,0
515,27,0,510,24,1,4,9,A,Inactive,Under 30,N,0
516,36,0,0,0,0,0,0,A,Active,30-40,N,1
517,25,0,0,0,0,0,0,A,Inactive,Under 30,N,0
518,26,0,968,29,9,53,0,A,Active,Over 40,N,0
519,43,0,2230,60,60,28,13,A,Inactive,Over 40,N,0
520,34,0,5553,86,0,8,0,A,Active,Under 30,N,0
521,35,0,3528,82,27,30,0,A,Active,30-40,N,0
522,39,1,7623,132,382,42,6,A,Active,30-40,N,0
523,36,0,0,0,0,0,0,A,Inactive,Under 30,N,0
524,36,0,13713,166,0,42,4,A,Active,30-40,N,0
525,35,1,8810,115,137,41,8,A,Active,30-40,N,0
526,36,1,6143,99,7,10,10,A,Active,30-40,N,0
527,36,1,5628,97,17,21,11,A,Active,Under 30,N,1
528,37,1,6718,75,108,37,8,A,Active,Under 30,N,0
529,40,2,3400,33,490,10,9,A,Active,30-40,N,0
530,33,0,0,0,0,0,0,A,Inactive,30-40,N,1
531,30,0,880,33,21,12,13,A,Inactive,Under 30,N,0
532,42,1,15485,188,158,31,11,A,Active,Under 30,N,0
533,17,0,2100,31,29,12,3,A,Active,Under 30,N,0
534,37,2,5933,104,58,28,13,A,Active,30-40,N,0
535,29,0,1605,41,38,24,20,A,Inactive,30-40,N,0
536,33,0,3538,74,0,23,0,A,Active,Under 30,N,0
537,39,1,3370,77,14,30,10,A,Active,30-40,N,0
538,36,1,7123,80,109,35,9,A,Active,Under 30,N,0
539,34,0,14470,165,118,28,0,A,Active,Under 30,N,0
540,40,0,213,4,10,6,1,A,Inactive,30-40,N,1
541,37,0,1970,50,45,22,8,A,Inactive,30-40,N,0
542,41,2,6303,112,44,31,20,A,Active,Under 30,N,0
543,24,2,2080,34,45,20,8,A,Active,30-40,N,0
544,38,0,4180,70,0,14,6,A,Active,30-40,N,0
545,25,0,3415,62,17,26,4,A,Active,30-40,N,0
546,43,0,1135,24,15,17,5,A,Inactive,Under 30,N,0
547,43,0,260,10,15,6,5,A,Inactive,Under 30,N,1
548,34,1,13818,165,7,40,7,A,Active,30-40,N,0
549,38,1,6313,70,90,39,7,A,Active,Under 30,N,0
550,15,0,5488,125,57,25,7,B,Active,Under 30,N,0
551,36,0,4255,66,7,18,5,A,Active,Under 30,N,0
552,38,1,15600,188,182,34,9,A,Active,Under 30,N,0
553,34,5,9530,77,0,25,12,A,Active,Over 40,N,0
554,21,2,2115,38,67,20,7,A,Active,30-40,N,0
555,39,0,6423,71,94,24,9,A,Active,Under 30,N,0
556,31,0,1585,42,28,16,2,A,Inactive,30-40,N,0
557,26,1,1125,36,218,13,0,B,Active,Under 30,N,0
558,36,0,818,8,18,7,2,A,Inactive,Over 40,N,1
559,35,0,0,0,0,0,0,A,Inactive,30-40,N,1
560,36,3,7205,109,53,28,8,A,Active,Over 40,N,0
561,45,2,8073,143,406,51,13,A,Active,30-40,N,0
562,22,0,1530,32,18,14,13,A,Active,Under 30,N,0
563,36,0,5613,89,0,10,1,A,Active,Under 30,N,0
564,25,0,1200,31,195,12,1,B,Active,Under 30,N,0
565,34,0,318,4,0,3,0,A,Inactive,Under 30,N,0
566,32,0,11465,148,3,46,5,A,Active,30-40,N,0
567,36,1,2578,58,355,21,13,A,Active,30-40,N,0
568,40,3,6183,107,38,28,21,A,Active,30-40,N,0
569,25,2,2000,38,43,17,9,A,Active,30-40,N,0
570,36,0,3700,52,17,16,15,A,Inactive,30-40,Y,1
571,36,1,528,5,13,5,2,A,Active,Over 40,N,0
572,35,3,16030,242,8,84,25,A,Active,Under 30,N,0
573,29,2,3590,70,20,27,10,A,Active,30-40,N,0
574,34,0,305,6,7,2,5,A,Inactive,Over 40,N,1
575,37,2,6528,109,34,24,19,A,Active,Under 30,N,0
576,27,0,1015,10,7,2,5,A,Inactive,Over 40,N,0
577,18,0,9113,179,84,45,14,A,Active,Over 40,N,0
578,12,1,1182,19,1,6,0,A,Active,30-40,N,1
579,18,0,2920,49,0,20,0,A,Active,30-40,N,0
580,36,2,8925,121,169,45,8,A,Active,30-40,N,0
581,16,3,2608,42,29,19,6,A,Active,30-40,N,0
582,30,0,1120,37,49,13,16,A,Inactive,30-40,N,0
583,31,0,0,0,0,0,0,A,Inactive,Under 30,Y,1
584,34,1,6975,97,7,20,8,A,Active,Over 40,N,0
585,36,0,15295,182,175,32,4,A,Active,Under 30,N,0
586,31,1,8855,111,129,37,8,A,Active,30-40,N,0
587,39,0,2235,41,289,21,1,A,Active,30-40,N,0
588,40,2,3225,30,17,20,7,A,Active,30-40,N,0
589,9,0,888,9,0,3,0,A,Active,30-40,Y,1
590,33,0,0,0,0,0,0,A,Active,Over 40,N,0
591,39,0,13648,171,4,47,4,A,Active,30-40,N,0
592,35,0,11160,148,4,45,2,A,Active,30-40,N,0
593,37,1,0,0,0,0,0,A,Active,Over 40,N,0
594,15,0,8933,171,73,40,12,A,Active,Over 40,N,0
595,36,0,0,0,0,0,0,A,Active,Over 40,N,0
596,39,4,7623,91,136,54,17,B,Active,Under 30,N,0
597,37,0,2535,22,1,13,0,A,Active,30-40,N,0
598,38,1,11340,109,29,59,30,A,Active,Over 40,N,0
599,36,2,14645,218,38,27,18,A,Active,30-40,N,0
600,31,0,0,0,0,0,0,A,Active,Over 40,N,0
601,38,0,3173,60,62,48,18,A,Inactive,Over 40,N,1
602,36,1,3145,28,7,16,6,A,Active,30-40,N,0
603,38,9,10495,96,6,44,24,B,Active,Over 40,Y,0
604,41,0,4378,74,12,40,12,A,Active,Under 30,N,0
605,14,0,1615,24,18,10,1,A,Active,Under 30,N,0
606,39,0,2448,52,45,36,11,A,Inactive,30-40,Y,1
607,36,0,1000,12,7,8,5,A,Inactive,Under 30,N,0
608,34,0,630,12,3,4,1,A,Inactive,Under 30,N,0
609,35,0,1170,18,14,24,0,A,Inactive,Under 30,N,0
610,35,0,13593,161,0,39,5,A,Active,30-40,N,0
611,39,1,5998,106,37,29,15,A,Active,Under 30,N,0
612,39,0,3413,82,3,27,0,A,Active,30-40,N,0
613,16,0,1390,20,21,12,0,A,Active,Under 30,N,0
614,36,1,4423,70,7,33,14,A,Active,Under 30,N,0
615,34,1,3005,57,172,21,10,A,Active,Under 30,N,0
616,40,0,2733,61,24,22,16,A,Inactive,30-40,N,0
617,36,3,938,14,25,17,4,A,Active,Over 40,N,0
618,37,1,6310,85,177,23,1,A,Active,30-40,N,0
619,38,0,2483,57,10,17,11,A,Inactive,30-40,N,0
620,40,1,2870,23,486,10,0,A,Active,30-40,N,0
621,39,0,5513,90,0,14,5,A,Active,30-40,N,0
622,30,0,5558,88,11,18,8,A,Active,Under 30,Y,1
623,36,0,3465,55,0,10,0,A,Active,Under 30,N,0
624,38,4,6723,114,54,41,22,A,Active,30-40,N,0
625,41,2,2818,69,371,28,18,A,Active,30-40,N,0
626,30,1,14575,209,32,24,15,A,Active,Under 30,N,0
627,33,0,920,10,7,7,5,A,Inactive,Under 30,N,0
628,36,1,9000,115,112,39,13,A,Active,30-40,N,0
629,24,0,663,23,2,51,0,A,Active,Over 40,N,0
630,38,1,688,10,14,6,3,A,Active,Over 40,N,1
631,40,1,6033,100,5,11,9,A,Active,30-40,N,0
632,40,0,1615,30,41,25,11,A,Inactive,30-40,N,0
633,31,2,1395,38,203,15,5,B,Active,Under 30,N,0
634,36,0,133,2,0,2,0,A,Inactive,30-40,N,1
635,41,9,10920,107,19,49,28,B,Active,Over 40,N,0
636,37,0,2655,55,179,26,3,A,Active,Under 30,N,0
637,44,3,11770,166,26,50,14,A,Active,Over 40,N,0
638,45,0,578,15,22,10,5,A,Inactive,30-40,N,0
639,34,0,1145,47,7,15,28,A,Inactive,Under 30,Y,1
640,39,0,305,6,7,2,5,A,Inactive,Under 30,N,1
641,32,0,5453,89,14,20,5,A,Active,Under 30,Y,1
642,35,0,15180,176,143,28,4,A,Active,Under 30,N,0
643,33,0,2600,45,164,18,4,A,Active,Under 30,N,0
644,32,0,13513,159,0,38,2,A,Active,30-40,N,0
645,37,1,11465,154,11,47,7,A,Active,Over 40,N,0
646,30,3,16480,243,1,78,26,A,Active,Under 30,N,0
647,36,1,2900,25,5,16,4,A,Active,30-40,N,0
648,37,0,0,0,0,0,0,A,Inactive,Under 30,N,0
649,34,0,5513,92,19,22,8,A,Active,Under 30,N,1
650,36,0,405,8,6,6,0,A,Inactive,Under 30,N,0
651,40,1,2453,61,7,35,6,A,Active,Under 30,N,0
652,33,0,5918,89,0,11,4,A,Active,Under 30,N,0
653,40,1,3550,78,35,30,7,A,Active,30-40,N,0
654,35,1,8810,115,137,41,8,A,Active,30-40,N,0
655,38,9,10930,100,17,47,28,A,Active,Over 40,N,0
656,34,3,6965,116,271,33,6,B,Active,Under 30,N,0
657,35,0,4503,66,0,36,13,A,Active,Under 30,N,0
658,43,2,15870,190,167,36,15,A,Active,Under 30,N,0
659,32,2,1530,44,34,16,17,A,Active,Under 30,N,0
660,33,0,8750,112,132,39,5,A,Active,30-40,N,0
661,30,0,1283,17,0,5,0,A,Active,30-40,N,0
662,35,0,1033,12,10,2,1,A,Inactive,Over 40,N,1
663,39,2,3355,50,21,20,17,A,Active,30-40,Y,1
664,39,0,3965,66,0,19,7,A,Active,30-40,N,0
665,41,0,3893,66,2,34,7,A,Active,Under 30,N,0
666,36,0,3893,60,0,33,5,A,Active,Under 30,N,0
667,37,1,7753,130,386,43,5,A,Active,30-40,N,0
668,38,2,14373,179,21,59,11,A,Active,30-40,N,0
669,29,0,1000,43,8,13,23,A,Inactive,Under 30,N,1
670,32,0,3515,72,17,22,6,A,Active,Under 30,N,0
671,31,7,10435,87,0,41,19,A,Active,Over 40,N,0
672,26,0,580,7,19,3,0,A,Active,Over 40,N,0
673,37,0,2643,59,9,15,10,A,Inactive,30-40,N,0
674,33,1,6785,97,14,22,3,A,Active,Over 40,N,0
675,23,0,2920,55,1,21,0,A,Active,30-40,N,0
676,19,3,2547,45,32,18,5,A,Active,30-40,N,0
677,29,1,760,28,15,9,14,A,Active,30-40,N,0
678,30,0,1795,23,263,10,0,A,Active,30-40,N,0
679,34,0,0,0,6,0,0,A,Active,Over 40,N,0
680,40,3,3298,74,30,50,12,A,Active,Under 30,N,0
681,31,0,4065,59,0,14,1,A,Active,Under 30,N,0
682,36,0,1855,44,13,18,8,A,Inactive,30-40,N,0
683,36,0,5218,88,5,9,9,A,Active,Under 30,Y,1
684,37,0,8,4,4,5,0,A,Inactive,30-40,N,1
685,23,0,920,26,12,11,5,A,Active,Under 30,N,0
686,40,2,4080,88,39,30,16,A,Active,30-40,N,0
687,37,0,2978,55,42,31,15,A,Inactive,30-40,Y,1
688,27,0,940,16,53,7,0,A,Inactive,Over 40,N,0
689,35,2,11760,158,25,60,6,A,Active,30-40,N,0
690,39,0,5793,97,11,15,3,A,Active,Under 30,N,0
691,33,0,11100,145,0,43,0,A,Active,30-40,N,0
692,23,1,1360,32,185,7,5,B,Active,Under 30,N,0
693,38,4,7045,118,281,37,7,B,Active,Under 30,Y,0
694,28,0,3153,66,0,20,0,A,Active,Under 30,N,0
695,35,0,1015,14,12,9,5,A,Inactive,Under 30,N,0
696,38,0,2085,56,77,26,8,A,Inactive,Over 40,N,0
697,32,0,6500,80,178,25,1,A,Active,30-40,N,0
698,34,1,1893,29,7,4,5,A,Active,Over 40,N,0
699,43,0,1260,22,17,17,6,A,Inactive,Under 30,N,0
700,41,3,4790,99,47,30,22,A,Active,30-40,N,0
701,19,2,6698,147,92,44,21,B,Active,Under 30,N,0
702,17,3,9838,187,101,57,21,A,Active,Over 40,N,0
703,41,3,6865,95,198,30,11,A,Active,30-40,N,0
704,34,1,2405,35,277,14,5,A,Active,30-40,N,0
705,15,1,9178,174,75,40,14,A,Active,Over 40,N,0
706,39,1,2840,28,8,15,3,A,Active,30-40,N,0
707,33,0,1170,37,22,15,0,A,Inactive,30-40,N,0
708,37,0,1970,50,45,22,8,A,Inactive,30-40,N,0
709,37,0,1683,47,0,33,0,A,Active,Under 30,N,0
710,36,0,0,0,0,0,0,A,Inactive,Under 30,N,0
711,38,3,4623,98,30,45,11,A,Active,30-40,N,0
712,43,1,4683,80,19,42,17,A,Active,Under 30,N,0
713,36,0,5013,79,0,13,0,A,Active,Under 30,N,0
714,39,2,7023,81,115,39,13,A,Active,Under 30,N,0
715,37,3,15545,230,55,30,26,A,Active,30-40,Y,0
716,31,0,825,16,29,4,2,A,Inactive,Over 40,N,0
717,39,0,0,0,3,0,0,A,Inactive,Under 30,N,1
718,42,2,14138,178,12,48,15,A,Active,30-40,N,0
719,40,1,2888,65,18,38,10,A,Active,Under 30,N,0
720,32,0,840,41,0,13,23,A,Inactive,Under 30,N,1
721,41,9,10435,99,9,43,23,B,Active,Over 40,N,0
722,31,0,0,0,0,0,0,A,Inactive,Under 30,N,1
723,45,2,2665,51,300,21,11,A,Active,Over 40,N,0
724,39,0,990,19,0,10,3,A,Inactive,Under 30,N,0
725,37,0,4008,66,26,37,5,A,Active,Under 30,N,0
726,24,3,6697,153,100,45,23,B,Active,Under 30,N,0
727,38,0,710,14,13,8,2,A,Inactive,30-40,N,0
728,43,1,13773,175,8,45,9,A,Active,30-40,N,0
729,33,0,0,0,0,0,0,A,Inactive,Under 30,Y,1
730,19,0,1263,27,15,65,0,A,Active,Over 40,N,0
731,38,1,3778,85,7,30,5,A,Active,30-40,N,0
732,34,0,2273,52,348,19,8,A,Active,30-40,N,0
733,37,0,2453,60,359,24,10,A,Active,30-40,N,0
734,38,0,15675,182,125,28,14,A,Active,Under 30,N,0
735,34,0,0,0,0,0,0,A,Inactive,Under 30,Y,1
736,38,1,2568,66,391,28,10,A,Active,30-40,N,0
737,35,0,1855,45,47,23,5,A,Inactive,30-40,N,0
738,32,1,8630,107,126,36,6,A,Active,30-40,N,0
739,41,0,4550,79,16,22,10,A,Active,30-40,N,0
740,3,0,3825,24,193,2,0,A,Active,Under 30,N,0
741,40,0,4145,67,8,19,4,A,Active,Under 30,N,0
742,28,1,6580,108,254,27,0,B,Active,Under 30,N,0
743,35,1,1793,23,7,3,5,A,Active,Over 40,N,0
744,38,3,5115,93,23,40,11,A,Active,30-40,N,0
745,30,0,1260,47,15,18,26,A,Inactive,Under 30,Y,1
746,40,2,3590,34,499,13,11,A,Active,30-40,N,0
747,43,0,1195,28,31,15,9,A,Inactive,30-40,N,0
748,33,8,10255,85,0,37,19,A,Active,Over 40,N,0
749,34,5,7565,126,292,48,10,B,Active,Under 30,N,0
750,40,3,7515,103,201,28,14,A,Active,30-40,N,0
751,35,0,4018,58,0,30,8,A,Active,Under 30,N,0
752,22,0,3530,61,7,24,5,A,Active,30-40,N,0
753,37,2,8108,137,405,58,7,A,Active,30-40,N,0
754,39,3,6833,115,41,26,24,A,Active,30-40,N,0
755,10,1,2468,37,14,13,2,A,Active,30-40,N,0
756,42,2,4595,85,12,29,8,A,Active,30-40,N,0
757,39,0,7283,123,387,45,0,A,Active,Under 30,N,0
758,23,0,620,23,0,3,10,A,Inactive,Under 30,N,0
759,34,0,4913,82,0,7,4,A,Active,Under 30,N,1
760,42,0,13728,173,8,48,7,A,Active,30-40,N,0
761,36,1,1913,28,7,6,5,A,Active,Over 40,N,0
762,28,0,1130,16,28,5,5,A,Inactive,Over 40,N,0
763,38,1,5593,94,29,26,9,A,Active,Under 30,N,1
764,32,1,3135,26,14,27,0,A,Active,30-40,N,0
765,33,1,6595,96,5,19,1,A,Active,Over 40,N,0
766,36,0,650,11,8,6,0,A,Inactive,Under 30,N,0
767,39,1,6275,82,189,28,0,A,Active,30-40,N,0
768,39,4,7450,130,289,40,13,B,Active,30-40,N,0
769,33,0,1360,38,31,18,0,A,Inactive,30-40,N,0
770,37,1,4180,87,33,26,12,A,Active,30-40,N,0
771,36,0,2790,21,476,6,0,A,Active,30-40,N,0
772,16,3,2853,45,31,19,8,B,Active,30-40,N,0
773,40,0,7203,127,385,42,0,A,Active,30-40,N,0
774,35,0,11160,148,4,45,2,A,Active,30-40,N,0
775,28,0,0,0,0,0,0,A,Active,Over 40,Y,1
776,40,0,485,10,16,10,0,A,Inactive,Under 30,N,0
777,43,10,10740,105,16,45,28,B,Active,Over 40,N,0
778,39,1,15790,188,157,32,14,A,Active,Under 30,N,0
779,37,0,5208,84,0,12,0,A,Active,Under 30,N,0
780,10,1,1678,19,7,5,8,A,Active,30-40,N,1
781,25,0,0,0,0,0,0,A,Inactive,Over 40,N,0
782,36,1,2618,62,7,31,7,A,Active,Under 30,N,0
783,37,0,520,14,38,10,0,A,Inactive,30-40,N,0
784,36,0,5613,89,0,10,1,A,Active,Under 30,N,0
785,40,3,14915,221,57,34,21,A,Active,30-40,N,0
786,46,5,15705,241,76,40,35,A,Active,30-40,N,0
787,29,0,6420,88,2,18,0,A,Active,Over 40,N,0
788,36,0,2088,52,0,31,0,A,Active,Under 30,N,0
789,37,1,6528,74,99,34,6,A,Active,Under 30,N,0
790,36,0,2268,44,34,31,9,A,Inactive,30-40,N,1
791,11,0,6008,133,68,36,10,B,Active,Under 30,N,0
792,42,2,4563,75,13,39,18,A,Active,Under 30,N,0
793,32,1,3763,78,7,24,5,A,Active,Under 30,N,0
794,37,1,6718,75,108,37,8,A,Active,Under 30,N,0
795,36,0,4455,80,0,23,4,A,Active,30-40,N,0
796,37,0,910,51,24,21,23,A,Inactive,Under 30,Y,1
797,35,1,6560,93,17,24,0,A,Active,Over 40,N,0
798,30,0,395,25,11,6,8,A,Inactive,30-40,N,0
799,40,0,2135,35,288,20,0,A,Active,30-40,N,0
800,40,3,7090,109,29,25,10,A,Active,Over 40,N,0
801,29,0,1405,34,23,14,0,A,Inactive,30-40,N,0
802,39,2,7023,81,115,39,13,A,Active,Under 30,N,0
803,36,0,4065,65,0,15,3,A,Active,Under 30,N,0
804,39,0,1955,34,267,20,3,A,Active,30-40,N,0
805,35,2,7013,79,122,50,7,A,Active,Under 30,N,0
806,35,7,10320,87,0,38,21,B,Active,Over 40,N,0
807,36,1,305,6,7,2,5,A,Active,Over 40,N,0
808,18,1,1940,29,30,14,5,A,Active,Under 30,N,0
809,37,7,10310,95,5,45,18,B,Active,Over 40,N,0
810,30,0,905,12,31,7,1,A,Inactive,Over 40,N,0
811,35,0,2080,10,451,6,0,A,Active,30-40,N,0
812,5,0,1408,17,0,3,2,A,Active,30-40,N,1
813,24,0,895,24,154,5,0,B,Active,Under 30,N,0
814,42,0,790,16,23,12,3,A,Inactive,30-40,N,0
815,43,3,11850,162,28,53,13,A,Active,Over 40,N,0
816,9,1,1677,20,9,10,5,A,Active,30-40,N,1
817,36,0,2970,54,184,26,8,A,Active,Under 30,N,0
818,13,1,1837,28,0,17,0,A,Active,30-40,N,0
819,36,0,13658,164,2,45,4,A,Active,30-40,N,0
820,34,0,5513,92,19,22,8,A,Active,Under 30,N,1
821,33,0,0,0,0,0,0,A,Active,Over 40,N,0
822,35,0,1553,19,0,2,1,A,Active,30-40,N,0
823,33,4,16380,244,7,82,30,B,Active,Under 30,N,0
824,32,0,650,27,6,18,0,A,Inactive,30-40,N,0
825,25,0,1225,32,19,13,10,A,Active,Under 30,N,0
826,38,1,14540,215,33,17,21,A,Active,30-40,N,0
827,29,0,10900,138,0,39,0,A,Active,30-40,N,0
828,40,1,2665,45,292,20,9,A,Active,30-40,N,0
829,39,0,15260,178,153,32,5,A,Active,Under 30,N,0
830,39,2,4138,94,41,34,7,A,Active,30-40,N,0
831,34,0,2070,49,39,18,4,A,Inactive,30-40,N,0
832,41,2,4790,83,44,23,13,A,Active,30-40,N,0
833,40,1,4503,72,8,37,15,A,Active,Under 30,N,0
834,18,1,6583,141,60,40,21,B,Active,Under 30,N,0
835,40,0,0,0,0,0,0,A,Inactive,30-40,N,0
836,37,5,16460,246,17,86,31,A,Active,Under 30,N,0
837,36,0,165,3,0,11,0,A,Inactive,Under 30,N,0
838,7,0,1372,14,2,8,0,A,Active,Under 30,Y,1
839,36,3,9240,119,140,40,16,A,Active,30-40,N,0
840,38,1,6095,81,168,28,2,A,Active,30-40,N,0
841,37,0,10865,144,0,32,3,A,Active,30-40,N,0
842,30,0,2760,20,0,10,0,A,Active,30-40,N,0
843,26,0,1758,40,39,71,6,A,Active,Over 40,N,0
844,39,1,4110,78,0,27,6,A,Active,30-40,N,0
845,28,2,2025,47,201,11,10,B,Active,30-40,N,0
846,36,1,4000,86,29,26,15,A,Active,30-40,N,0
847,35,0,0,0,0,0,0,A,Inactive,Under 30,N,0
848,8,2,4515,38,211,7,5,A,Active,30-40,N,0
849,24,0,520,4,14,1,0,A,Inactive,Over 40,N,0
850,35,3,9410,125,158,56,12,A,Active,30-40,N,0
851,31,3,15885,237,0,77,23,A,Active,Under 30,N,0
852,24,0,520,4,14,1,0,A,Inactive,Over 40,N,0
853,31,0,3470,70,17,25,4,A,Active,Under 30,N,0
854,41,2,3145,34,15,17,8,A,Active,Over 40,N,0
855,41,2,14193,181,39,50,12,A,Active,30-40,N,0
856,40,1,2508,63,0,32,6,A,Active,Under 30,N,0
857,44,2,3345,69,197,31,16,A,Active,Under 30,N,0
858,34,0,695,6,0,6,0,A,Inactive,Under 30,N,0
859,37,1,11220,151,9,47,5,A,Active,30-40,N,0
860,41,1,6673,79,116,41,8,A,Active,Under 30,N,0
861,35,0,2800,40,0,13,7,A,Inactive,30-40,Y,1
862,12,0,9237,171,72,41,15,A,Active,Over 40,N,0
863,31,2,7080,101,28,35,2,A,Active,Over 40,N,0
864,31,0,3893,54,0,32,3,A,Active,Under 30,N,0
865,41,0,133,8,8,3,2,A,Inactive,30-40,N,1
866,27,1,3285,64,13,25,5,A,Active,30-40,N,0
867,40,1,14078,175,7,46,12,A,Active,30-40,N,0
868,40,0,13548,165,3,46,3,A,Active,30-40,N,0
869,41,0,305,6,7,2,5,A,Inactive,30-40,N,0
870,34,0,2283,50,7,13,9,A,Inactive,30-40,N,0
871,12,3,5405,57,230,12,13,A,Active,30-40,N,0
872,17,4,2968,51,63,23,8,B,Active,30-40,N,0
873,37,0,2375,48,157,25,5,A,Active,Under 30,N,0
874,34,0,0,0,0,0,0,A,Inactive,Over 40,N,1
875,26,1,1720,41,194,9,5,B,Active,Under 30,N,0
876,34,0,5485,69,154,24,0,A,Active,30-40,N,0
877,34,0,5703,93,28,25,10,A,Active,Under 30,N,1
878,36,0,0,0,0,0,0,A,Inactive,Under 30,Y,1
879,35,1,7733,131,381,41,7,A,Active,30-40,N,0
880,38,0,1793,48,0,18,0,A,Active,Under 30,N,0
881,38,0,2680,61,53,22,14,A,Inactive,Over 40,N,0
882,19,0,0,0,0,0,0,A,Inactive,Under 30,N,0
883,41,3,3515,39,522,14,9,A,Active,Over 40,N,0
884,38,3,3685,69,203,40,15,A,Active,Under 30,N,0
885,39,0,495,7,16,5,7,A,Inactive,Under 30,N,1
886,29,0,1888,44,337,16,0,A,Active,Under 30,N,0
887,34,0,0,0,0,0,0,A,Inactive,Under 30,N,0
888,35,0,15180,176,143,28,4,A,Active,Under 30,N,0
889,34,0,2475,47,168,21,1,A,Active,Under 30,N,0
890,41,1,2153,39,18,13,8,A,Active,Over 40,N,0
891,9,1,1487,19,0,7,3,A,Active,30-40,N,1
892,42,2,6500,92,194,27,5,A,Active,30-40,N,0
893,39,0,2948,65,16,17,15,A,Inactive,30-40,N,0
894,18,2,6508,147,117,46,16,B,Active,Under 30,N,0
895,11,2,1793,25,7,9,8,A,Active,30-40,Y,1
896,9,1,4635,43,217,10,5,A,Active,30-40,N,0
897,35,0,1260,53,23,19,28,A,Inactive,30-40,Y,1
